河川名,水系,クラス,開発局,都道府県,河川コード
黒松谷川,吉野川,一級,四国地方整備局,,8808070468
樫平谷川,吉野川,一級,四国地方整備局,,8808070469
名沢谷川,吉野川,一級,四国地方整備局,,8808070470
イノ谷川,吉野川,一級,四国地方整備局,,8808070471
広沢谷川,吉野川,一級,四国地方整備局,,8808070472
フナエ谷川,吉野川,一級,四国地方整備局,,8808070473
竹屋敷川,吉野川,一級,四国地方整備局,,8808070474
向地谷川,吉野川,一級,四国地方整備局,,8808070475
フロン谷川,吉野川,一級,四国地方整備局,,8808070476
杣野谷川,吉野川,一級,四国地方整備局,,8808070477
タカハシ谷川,吉野川,一級,四国地方整備局,,8808070478
クマノウチ谷川,吉野川,一級,四国地方整備局,,8808070479
クニチ谷川,吉野川,一級,四国地方整備局,,8808070480
天神谷川,吉野川,一級,四国地方整備局,,8808070481
鍋倉谷川,吉野川,一級,四国地方整備局,,8808070482
椿谷川,吉野川,一級,四国地方整備局,,8808070482
鍋倉谷川,吉野川,一級,四国地方整備局,,8808070482
井出谷川,吉野川,一級,四国地方整備局,,8808070483
尾後家谷川,吉野川,一級,四国地方整備局,,8808070484
南畑谷川,吉野川,一級,四国地方整備局,,8808070485
西谷川,吉野川,一級,四国地方整備局,,8808070486
西谷川,吉野川,一級,四国地方整備局,,8808070487
栗林谷川,吉野川,一級,四国地方整備局,,8808070488
藤宇谷川,吉野川,一級,四国地方整備局,,8808070489
嫁坂谷川,吉野川,一級,四国地方整備局,,8808070490
猿ヶ谷川,吉野川,一級,四国地方整備局,,8808070491
泉谷川,吉野川,一級,四国地方整備局,,8808070492
観音谷川,吉野川,一級,四国地方整備局,,8808070493
三ツ久谷川,吉野川,一級,四国地方整備局,,8808070494
小谷川,吉野川,一級,四国地方整備局,,8808070495
手水谷川,吉野川,一級,四国地方整備局,,8808070496
大橋谷川,吉野川,一級,四国地方整備局,,8808070497
半田川,吉野川,一級,四国地方整備局,,8808070498
井川谷川,吉野川,一級,四国地方整備局,,8808070499
東谷川,吉野川,一級,四国地方整備局,,8808070500
坂根谷川,吉野川,一級,四国地方整備局,,8808070501
大藤谷川,吉野川,一級,四国地方整備局,,8808070502
十輪寺谷川,吉野川,一級,四国地方整備局,,8808070503
中野谷川,吉野川,一級,四国地方整備局,,8808070504
露ノ谷川,吉野川,一級,四国地方整備局,,8808070505
深谷川,吉野川,一級,四国地方整備局,,8808070506
中尾谷川,吉野川,一級,四国地方整備局,,8808070507
枇杷ノ木谷川,吉野川,一級,四国地方整備局,,8808070508
中谷川,吉野川,一級,四国地方整備局,,8808070509
倉尾谷川,吉野川,一級,四国地方整備局,,8808070510
高尾谷川,吉野川,一級,四国地方整備局,,8808070511
知恵谷川,吉野川,一級,四国地方整備局,,8808070512
夏弥喜谷川,吉野川,一級,四国地方整備局,,8808070513
船底谷川,吉野川,一級,四国地方整備局,,8808070514
大久保谷川,吉野川,一級,四国地方整備局,,8808070515
黒谷川,吉野川,一級,四国地方整備局,,8808070530
芝生谷川,吉野川,一級,四国地方整備局,,8808070531
高瀬谷川,吉野川,一級,四国地方整備局,,8808070524
中谷川（高瀬谷川）,吉野川,一級,四国地方整備局,,8808070524
中鳥川,吉野川,一級,四国地方整備局,,8808070519
西谷川,吉野川,一級,四国地方整備局,,8808070525
東谷川,吉野川,一級,四国地方整備局,,8808070526
猪ノ谷川,吉野川,一級,四国地方整備局,,8808070516
喜六谷川,吉野川,一級,四国地方整備局,,8808070517
大師谷川,吉野川,一級,四国地方整備局,,8808070518
滝谷川,吉野川,一級,四国地方整備局,,8808070521
芝生中鳥川,吉野川,一級,四国地方整備局,,8808070749
ウルシ谷川,吉野川,一級,四国地方整備局,,8808070520
馬場谷川,吉野川,一級,四国地方整備局,,8808070532
箸ヶ谷川,吉野川,一級,四国地方整備局,,8808070522
柳尻谷川,吉野川,一級,四国地方整備局,,8808070523
船屋谷川,吉野川,一級,四国地方整備局,,8808070527
突落谷川（舟戸谷川）,吉野川,一級,四国地方整備局,,8808070527
城ヶ谷川,吉野川,一級,四国地方整備局,,8808070528
大佐古谷川,吉野川,一級,四国地方整備局,,8808070529
山口谷川,吉野川,一級,四国地方整備局,,8808070533
山陰谷川,吉野川,一級,四国地方整備局,,8808070534
城谷川,吉野川,一級,四国地方整備局,,8808070535
新田川,吉野川,一級,四国地方整備局,,8808070536
東浦谷川,吉野川,一級,四国地方整備局,,8808070537
河内谷川,吉野川,一級,四国地方整備局,,8808070538
大イデ谷川,吉野川,一級,四国地方整備局,,8808070539
馬谷川,吉野川,一級,四国地方整備局,,8808070540
堂の谷川,吉野川,一級,四国地方整備局,,8808070541
孫十郎谷川,吉野川,一級,四国地方整備局,,8808070542
加茂谷川,吉野川,一級,四国地方整備局,,8808070543
引地谷川,吉野川,一級,四国地方整備局,,8808070543
横田谷川,吉野川,一級,四国地方整備局,,8808070544
山ノ上川,吉野川,一級,四国地方整備局,,8808070545
丹田川,吉野川,一級,四国地方整備局,,8808070546
泉野谷川,吉野川,一級,四国地方整備局,,8808070547
絵堂谷川,吉野川,一級,四国地方整備局,,8808070548
三枝谷川,吉野川,一級,四国地方整備局,,8808070549
新発地谷川,吉野川,一級,四国地方整備局,,8808070550
鶴石谷川,吉野川,一級,四国地方整備局,,8808070551
古川,吉野川,一級,四国地方整備局,,8808070552
黒谷川,吉野川,一級,四国地方整備局,,8808070553
伊月谷川,吉野川,一級,四国地方整備局,,8808070554
京福谷川,吉野川,一級,四国地方整備局,,8808070555
稲持谷川,吉野川,一級,四国地方整備局,,8808070556
深谷川,吉野川,一級,四国地方整備局,,8808070557
黒川原谷川,吉野川,一級,四国地方整備局,,8808070558
高野谷川,吉野川,一級,四国地方整備局,,8808070559
子守谷川,吉野川,一級,四国地方整備局,,8808070560
馬木谷川,吉野川,一級,四国地方整備局,,8808070561
井ノ内谷川,吉野川,一級,四国地方整備局,,8808070562
下影谷川,吉野川,一級,四国地方整備局,,8808070563
岩坂谷川,吉野川,一級,四国地方整備局,,8808070564
金江谷川,吉野川,一級,四国地方整備局,,8808070565
原谷川,吉野川,一級,四国地方整備局,,8808070566
中村谷川,吉野川,一級,四国地方整備局,,8808070567
小川谷川,吉野川,一級,四国地方整備局,,8808070568
増川谷川,吉野川,一級,四国地方整備局,,8808070569
滝久保谷川,吉野川,一級,四国地方整備局,,8808070570
西谷川,吉野川,一級,四国地方整備局,,8808070571
里川谷川,吉野川,一級,四国地方整備局,,8808070572
鮎苦谷川,吉野川,一級,四国地方整備局,,8808070573
弥十柳川,吉野川,一級,四国地方整備局,,8808070574
馬路川,吉野川,一級,四国地方整備局,,8808070575
三谷川,吉野川,一級,四国地方整備局,,8808070576
漆川,吉野川,一級,四国地方整備局,,8808070577
北谷川,吉野川,一級,四国地方整備局,,8808070578
祖谷川,吉野川,一級,四国地方整備局,,8808070579
松尾川,吉野川,一級,四国地方整備局,,8808070580
深渕川,吉野川,一級,四国地方整備局,,8808070580
第一坂瀬川,吉野川,一級,四国地方整備局,,8808070581
第三坂瀬川,吉野川,一級,四国地方整備局,,8808070582
第二坂瀬川,吉野川,一級,四国地方整備局,,8808070583
ウツロ谷川,吉野川,一級,四国地方整備局,,8808070584
釜土谷川,吉野川,一級,四国地方整備局,,8808070585
長谷川,吉野川,一級,四国地方整備局,,8808070586
白井谷川,吉野川,一級,四国地方整備局,,8808070587
次郎谷川,吉野川,一級,四国地方整備局,,8808070588
烏帽子谷川,吉野川,一級,四国地方整備局,,8808070589
大宮谷川,吉野川,一級,四国地方整備局,,8808070590
眠谷川,吉野川,一級,四国地方整備局,,8808070591
若宮谷川,吉野川,一級,四国地方整備局,,8808070592
戸ノ谷川,吉野川,一級,四国地方整備局,,8808070593
重末谷川,吉野川,一級,四国地方整備局,,8808070594
ハジョー谷川,吉野川,一級,四国地方整備局,,8808070595
今久保谷川,吉野川,一級,四国地方整備局,,8808070596
中尾谷川,吉野川,一級,四国地方整備局,,8808070597
ナカゴウ谷川,吉野川,一級,四国地方整備局,,8808070598
閑定谷川,吉野川,一級,四国地方整備局,,8808070599
小島谷川,吉野川,一級,四国地方整備局,,8808070600
第二小鳥谷川,吉野川,一級,四国地方整備局,,8808070601
閑定谷川,吉野川,一級,四国地方整備局,,8808070602
エノキユウ谷川,吉野川,一級,四国地方整備局,,8808070603
和田谷川,吉野川,一級,四国地方整備局,,8808070604
第一熊谷川,吉野川,一級,四国地方整備局,,8808070605
第二熊谷川,吉野川,一級,四国地方整備局,,8808070606
元井谷川,吉野川,一級,四国地方整備局,,8808070607
谷道川,吉野川,一級,四国地方整備局,,8808070608
トチウチ谷川,吉野川,一級,四国地方整備局,,8808070608
麦生土谷川,吉野川,一級,四国地方整備局,,8808070609
阿佐南谷川,吉野川,一級,四国地方整備局,,8808070610
阿佐東谷川,吉野川,一級,四国地方整備局,,8808070611
樫尾谷川,吉野川,一級,四国地方整備局,,8808070612
オスノウチ谷川,吉野川,一級,四国地方整備局,,8808070613
タチノシタ谷川,吉野川,一級,四国地方整備局,,8808070614
中滝谷川,吉野川,一級,四国地方整備局,,8808070615
大荒谷川,吉野川,一級,四国地方整備局,,8808070616
オコヤトコ谷川,吉野川,一級,四国地方整備局,,8808070617
笹谷川,吉野川,一級,四国地方整備局,,8808070618
赤滝谷川,吉野川,一級,四国地方整備局,,8808070619
スミケナル谷川,吉野川,一級,四国地方整備局,,8808070620
カマタニ川,吉野川,一級,四国地方整備局,,8808070621
寒谷川,吉野川,一級,四国地方整備局,,8808070622
林谷川,吉野川,一級,四国地方整備局,,8808070623
鎖谷川,吉野川,一級,四国地方整備局,,8808070624
奥ノ井谷川,吉野川,一級,四国地方整備局,,8808070625
おそごえ谷川,吉野川,一級,四国地方整備局,,8808070626
第二鎖谷川,吉野川,一級,四国地方整備局,,8808070627
落合谷川,吉野川,一級,四国地方整備局,,8808070628
新口谷川,吉野川,一級,四国地方整備局,,8808070629
丸見谷川,吉野川,一級,四国地方整備局,,8808070630
なべら谷川,吉野川,一級,四国地方整備局,,8808070631
水神谷川,吉野川,一級,四国地方整備局,,8808070632
サガリ谷川,吉野川,一級,四国地方整備局,,8808070633
第一西山谷川,吉野川,一級,四国地方整備局,,8808070634
第三西山谷川,吉野川,一級,四国地方整備局,,8808070635
第二西山谷川,吉野川,一級,四国地方整備局,,8808070636
第四西山谷川,吉野川,一級,四国地方整備局,,8808070637
久保谷川,吉野川,一級,四国地方整備局,,8808070638
菅生谷川,吉野川,一級,四国地方整備局,,8808070639
切谷川,吉野川,一級,四国地方整備局,,8808070640
赤滝谷川,吉野川,一級,四国地方整備局,,8808070641
第一ゴウロ谷川,吉野川,一級,四国地方整備局,,8808070642
第二ゴウロ谷川,吉野川,一級,四国地方整備局,,8808070643
笹平谷川,吉野川,一級,四国地方整備局,,8808070644
友松谷川,吉野川,一級,四国地方整備局,,8808070645
ジゾウ谷川,吉野川,一級,四国地方整備局,,8808070646
田之内谷川,吉野川,一級,四国地方整備局,,8808070647
白井谷川,吉野川,一級,四国地方整備局,,8808070648
カイキアレ谷川,吉野川,一級,四国地方整備局,,8808070649
平尾谷川,吉野川,一級,四国地方整備局,,8808070650
四ツ小屋谷川,吉野川,一級,四国地方整備局,,8808070651
唐谷川,吉野川,一級,四国地方整備局,,8808070652
イゴウ谷川,吉野川,一級,四国地方整備局,,8808070653
丸石谷川,吉野川,一級,四国地方整備局,,8808070654
車谷川,吉野川,一級,四国地方整備局,,8808070655
深谷川,吉野川,一級,四国地方整備局,,8808070656
銅山川,吉野川,一級,四国地方整備局,,8808070657
相川,吉野川,一級,四国地方整備局,,8808070658
黒川谷川,吉野川,一級,四国地方整備局,,8808070659
柴川谷川,吉野川,一級,四国地方整備局,,8808070660
天日川,吉野川,一級,四国地方整備局,,8808070661
馬立川,吉野川,一級,四国地方整備局,,8808070662
大谷川,吉野川,一級,四国地方整備局,,8808070663
新瀬川,吉野川,一級,四国地方整備局,,8808070664
和田小屋川,吉野川,一級,四国地方整備局,,8808070665
中の川,吉野川,一級,四国地方整備局,,8808070666
上小川,吉野川,一級,四国地方整備局,,8808070667
長野川,吉野川,一級,四国地方整備局,,8808070668
杉成川,吉野川,一級,四国地方整備局,,8808070669
猿田川,吉野川,一級,四国地方整備局,,8808070670
豊受川,吉野川,一級,四国地方整備局,,8808070671
中尾谷川,吉野川,一級,四国地方整備局,,8808070672
葛川,吉野川,一級,四国地方整備局,,8808070673
芋野谷川,吉野川,一級,四国地方整備局,,8808070674
肉渕谷川,吉野川,一級,四国地方整備局,,8808070675
中藪谷川,吉野川,一級,四国地方整備局,,8808070676
保土野谷川,吉野川,一級,四国地方整備局,,8808070677
夏切谷川,吉野川,一級,四国地方整備局,,8808070678
暗谷川,吉野川,一級,四国地方整備局,,8808070679
大野谷川,吉野川,一級,四国地方整備局,,8808070680
新山谷川,吉野川,一級,四国地方整備局,,8808070681
日浦谷川,吉野川,一級,四国地方整備局,,8808070682
七番川,吉野川,一級,四国地方整備局,,8808070683
大門谷川,吉野川,一級,四国地方整備局,,8808070684
白川谷川,吉野川,一級,四国地方整備局,,8808070685
仏子谷川,吉野川,一級,四国地方整備局,,8808070686
アキシ谷川,吉野川,一級,四国地方整備局,,8808070687
西谷川,吉野川,一級,四国地方整備局,,8808070688
藤川谷川,吉野川,一級,四国地方整備局,,8808070689
影谷川,吉野川,一級,四国地方整備局,,8808070690
羽瀬谷川,吉野川,一級,四国地方整備局,,8808070691
名谷川,吉野川,一級,四国地方整備局,,8808070692
赤野谷川,吉野川,一級,四国地方整備局,,8808070693
西岡谷川,吉野川,一級,四国地方整備局,,8808070694
かど谷川,吉野川,一級,四国地方整備局,,8808070695
紺屋谷川,吉野川,一級,四国地方整備局,,8808070696
牛首谷川,吉野川,一級,四国地方整備局,,8808070697
から谷川,吉野川,一級,四国地方整備局,,8808070698
どうどこ谷川,吉野川,一級,四国地方整備局,,8808070699
吾橋谷川,吉野川,一級,四国地方整備局,,8808070700
とどろき谷川,吉野川,一級,四国地方整備局,,8808070701
第一谷間谷川,吉野川,一級,四国地方整備局,,8808070702
第二谷間谷川,吉野川,一級,四国地方整備局,,8808070703
第三谷間谷川,吉野川,一級,四国地方整備局,,8808070704
南小川,吉野川,一級,四国地方整備局,,8808070705
南大王川,吉野川,一級,四国地方整備局,,8808070706
足谷川,吉野川,一級,四国地方整備局,,8808070707
谷又川,吉野川,一級,四国地方整備局,,8808070708
黒滝川,吉野川,一級,四国地方整備局,,8808070709
沖野々川,吉野川,一級,四国地方整備局,,8808070710
上コビソ谷川,吉野川,一級,四国地方整備局,,8808070711
下コビソ谷川,吉野川,一級,四国地方整備局,,8808070712
三ノ沢谷川,吉野川,一級,四国地方整備局,,8808070713
奥太田川,吉野川,一級,四国地方整備局,,8808070714
小法師谷川,吉野川,一級,四国地方整備局,,8808070715
小次郎谷川,吉野川,一級,四国地方整備局,,8808070716
穴内川,吉野川,一級,四国地方整備局,,8808070717
小川川,吉野川,一級,四国地方整備局,,8808070718
久寿軒谷川,吉野川,一級,四国地方整備局,,8808070719
角茂谷川,吉野川,一級,四国地方整備局,,8808070720
河の川,吉野川,一級,四国地方整備局,,8808070721
北滝本川,吉野川,一級,四国地方整備局,,8808070722
桑の川川,吉野川,一級,四国地方整備局,,8808070723
立川川,吉野川,一級,四国地方整備局,,8808070724
行川川,吉野川,一級,四国地方整備局,,8808070725
から谷川,吉野川,一級,四国地方整備局,,8808070726
木能津川,吉野川,一級,四国地方整備局,,8808070727
樫の川川,吉野川,一級,四国地方整備局,,8808070728
汗見川,吉野川,一級,四国地方整備局,,8808070729
三山谷川,吉野川,一級,四国地方整備局,,8808070730
西谷川,吉野川,一級,四国地方整備局,,8808070731
奥白髪谷川,吉野川,一級,四国地方整備局,,8808070732
桑の川川,吉野川,一級,四国地方整備局,,8808070733
竜王川,吉野川,一級,四国地方整備局,,8808070734
地蔵寺川,吉野川,一級,四国地方整備局,,8808070735
伊勢川川,吉野川,一級,四国地方整備局,,8808070736
相川川,吉野川,一級,四国地方整備局,,8808070737
常木谷川,吉野川,一級,四国地方整備局,,8808070738
平石川,吉野川,一級,四国地方整備局,,8808070739
北郷谷川,吉野川,一級,四国地方整備局,,8808070740
小石川,吉野川,一級,四国地方整備局,,8808070741
下川川,吉野川,一級,四国地方整備局,,8808070742
瀬戸川,吉野川,一級,四国地方整備局,,8808070743
大北川,吉野川,一級,四国地方整備局,,8808070744
朝谷川,吉野川,一級,四国地方整備局,,8808070745
葛原川,吉野川,一級,四国地方整備局,,8808070746
中の川川,吉野川,一級,四国地方整備局,,8808070747
大森川,吉野川,一級,四国地方整備局,,8808070748
土器川,土器川,一級,四国地方整備局,,8808080001
清水川,土器川,一級,四国地方整備局,,8808080002
古子川,土器川,一級,四国地方整備局,,8808080003
西村川,土器川,一級,四国地方整備局,,8808080004
赤山川,土器川,一級,四国地方整備局,,8808080005
谷川,土器川,一級,四国地方整備局,,8808080006
大柞川,土器川,一級,四国地方整備局,,8808080007
大谷川,土器川,一級,四国地方整備局,,8808080008
大井出川,土器川,一級,四国地方整備局,,8808080009
備中地川,土器川,一級,四国地方整備局,,8808080010
前の川,土器川,一級,四国地方整備局,,8808080011
明神川,土器川,一級,四国地方整備局,,8808080012
大須川,大須川,二級,四国地方整備局,徳島県,3600010001
平尾谷川,大須川,二級,四国地方整備局,徳島県,3600010002
折野川,折野川,二級,四国地方整備局,徳島県,3600020001
上田井川,折野川,二級,四国地方整備局,徳島県,3600020002
大浦川,大浦川,二級,四国地方整備局,徳島県,3600030001
粟田川,粟田川,二級,四国地方整備局,徳島県,3600040001
櫛木川,櫛木川,二級,四国地方整備局,徳島県,3600050001
明神川,明神川,二級,四国地方整備局,徳島県,3600060001
北中山谷川,明神川,二級,四国地方整備局,徳島県,3600060002
勝浦川,勝浦川,二級,四国地方整備局,徳島県,3600070001
打樋川,勝浦川,二級,四国地方整備局,徳島県,3600070002
八多川,勝浦川,二級,四国地方整備局,徳島県,3600070003
金谷川,勝浦川,二級,四国地方整備局,徳島県,3600070004
仕出川,勝浦川,二級,四国地方整備局,徳島県,3600070005
夏焼谷川,勝浦川,二級,四国地方整備局,徳島県,3600070006
日浦谷川,勝浦川,二級,四国地方整備局,徳島県,3600070007
今山谷川,勝浦川,二級,四国地方整備局,徳島県,3600070008
掛谷川,勝浦川,二級,四国地方整備局,徳島県,3600070009
本沼江谷川,勝浦川,二級,四国地方整備局,徳島県,3600070010
西谷川,勝浦川,二級,四国地方整備局,徳島県,3600070011
中角谷川,勝浦川,二級,四国地方整備局,徳島県,3600070012
前山谷川,勝浦川,二級,四国地方整備局,徳島県,3600070013
並松谷川,勝浦川,二級,四国地方整備局,徳島県,3600070014
生名谷川,勝浦川,二級,四国地方整備局,徳島県,3600070015
久国谷川,勝浦川,二級,四国地方整備局,徳島県,3600070016
坊ヶ谷川,勝浦川,二級,四国地方整備局,徳島県,3600070017
内金谷川,勝浦川,二級,四国地方整備局,徳島県,3600070018
岩屋谷川,勝浦川,二級,四国地方整備局,徳島県,3600070019
木屋谷谷川,勝浦川,二級,四国地方整備局,徳島県,3600070020
都井谷川,勝浦川,二級,四国地方整備局,徳島県,3600070021
婆羅尾川,勝浦川,二級,四国地方整備局,徳島県,3600070022
神谷川,勝浦川,二級,四国地方整備局,徳島県,3600070023
坂本川,勝浦川,二級,四国地方整備局,徳島県,3600070024
寺谷谷川,勝浦川,二級,四国地方整備局,徳島県,3600070025
沼谷川,勝浦川,二級,四国地方整備局,徳島県,3600070026
内谷川,勝浦川,二級,四国地方整備局,徳島県,3600070027
旭谷谷川,勝浦川,二級,四国地方整備局,徳島県,3600070028
大谷谷川,勝浦川,二級,四国地方整備局,徳島県,3600070029
立川,勝浦川,二級,四国地方整備局,徳島県,3600070030
黄檗川,勝浦川,二級,四国地方整備局,徳島県,3600070031
藤川,勝浦川,二級,四国地方整備局,徳島県,3600070032
槻地谷川,勝浦川,二級,四国地方整備局,徳島県,3600070033
関ヶ谷川,勝浦川,二級,四国地方整備局,徳島県,3600070034
傍示川,勝浦川,二級,四国地方整備局,徳島県,3600070035
西谷川,勝浦川,二級,四国地方整備局,徳島県,3600070036
呼谷川,勝浦川,二級,四国地方整備局,徳島県,3600070037
月ヶ谷川,勝浦川,二級,四国地方整備局,徳島県,3600070038
杉地川,勝浦川,二級,四国地方整備局,徳島県,3600070039
旭川,勝浦川,二級,四国地方整備局,徳島県,3600070040
野尻谷川,勝浦川,二級,四国地方整備局,徳島県,3600070041
樫原川,勝浦川,二級,四国地方整備局,徳島県,3600070042
竜谷川,勝浦川,二級,四国地方整備局,徳島県,3600070043
岩井谷川,勝浦川,二級,四国地方整備局,徳島県,3600070044
北谷川,勝浦川,二級,四国地方整備局,徳島県,3600070045
府殿谷川,勝浦川,二級,四国地方整備局,徳島県,3600070046
梅木谷川,勝浦川,二級,四国地方整備局,徳島県,3600070047
唐谷川,勝浦川,二級,四国地方整備局,徳島県,3600070048
神田瀬川,神田瀬川,二級,四国地方整備局,徳島県,3600080001
新堀川,神田瀬川,二級,四国地方整備局,徳島県,3600080002
広見川,神田瀬川,二級,四国地方整備局,徳島県,3600080003
豊の本川,神田瀬川,二級,四国地方整備局,徳島県,3600080004
大瀬川,神田瀬川,二級,四国地方整備局,徳島県,3600080005
芝生川,神田瀬川,二級,四国地方整備局,徳島県,3600080006
立江川,立江川,二級,四国地方整備局,徳島県,3600090001
中の坪川,立江川,二級,四国地方整備局,徳島県,3600090001
田野川,立江川,二級,四国地方整備局,徳島県,3600090002
天王谷川,立江川,二級,四国地方整備局,徳島県,3600090003
恩山寺谷川,立江川,二級,四国地方整備局,徳島県,3600090004
政所谷川,立江川,二級,四国地方整備局,徳島県,3600090005
石見川,立江川,二級,四国地方整備局,徳島県,3600090006
北馬川,立江川,二級,四国地方整備局,徳島県,3600090007
中津川,立江川,二級,四国地方整備局,徳島県,3600090008
前橋川,立江川,二級,四国地方整備局,徳島県,3600090009
扇山川,立江川,二級,四国地方整備局,徳島県,3600090010
黒須川,立江川,二級,四国地方整備局,徳島県,3600090011
櫛渕川,立江川,二級,四国地方整備局,徳島県,3600090012
太田川,太田川,二級,四国地方整備局,徳島県,3600100001
幾島川,幾島川,二級,四国地方整備局,徳島県,3600110001
落合川,落合川,二級,四国地方整備局,徳島県,3600120001
苅屋川,苅屋川,二級,四国地方整備局,徳島県,3600130001
芳崎川,苅屋川,二級,四国地方整備局,徳島県,3600130002
打樋川,打樋川,二級,四国地方整備局,徳島県,3600140001
七見川,打樋川,二級,四国地方整備局,徳島県,3600140001
三谷川,打樋川,二級,四国地方整備局,徳島県,3600140002
鵜川,鵜川,二級,四国地方整備局,徳島県,3600150001
福井川,福井川,二級,四国地方整備局,徳島県,3600160001
古津川,福井川,二級,四国地方整備局,徳島県,3600160002
椿地川,福井川,二級,四国地方整備局,徳島県,3600160003
長谷川,福井川,二級,四国地方整備局,徳島県,3600160004
下原谷川,福井川,二級,四国地方整備局,徳島県,3600160005
大丸谷川,福井川,二級,四国地方整備局,徳島県,3600160005
久保野川,福井川,二級,四国地方整備局,徳島県,3600160006
日の地川,福井川,二級,四国地方整備局,徳島県,3600160007
辺川谷川,福井川,二級,四国地方整備局,徳島県,3600160008
椿川,椿川,二級,四国地方整備局,徳島県,3600170001
八原毛川,椿川,二級,四国地方整備局,徳島県,3600170002
明神川,椿川,二級,四国地方整備局,徳島県,3600170003
伊座利川,伊座利川,二級,四国地方整備局,徳島県,3600180001
阿部東川,阿部東川,二級,四国地方整備局,徳島県,3600190001
阿部西川,阿部東川,二級,四国地方整備局,徳島県,3600190002
志和岐川,志和岐川,二級,四国地方整備局,徳島県,3600200001
田井川,田井川,二級,四国地方整備局,徳島県,3600210001
喜多地川,喜多地川,二級,四国地方整備局,徳島県,3600220001
木岐川,木岐川,二級,四国地方整備局,徳島県,3600230001
旧木岐川,木岐川,二級,四国地方整備局,徳島県,3600230002
徳竹川,木岐川,二級,四国地方整備局,徳島県,3600230003
奥谷川,木岐川,二級,四国地方整備局,徳島県,3600230004
田井川,田井川,二級,四国地方整備局,徳島県,3600240001
日和佐川,日和佐川,二級,四国地方整備局,徳島県,3600250001
北河内谷川,日和佐川,二級,四国地方整備局,徳島県,3600250002
西谷川,日和佐川,二級,四国地方整備局,徳島県,3600250003
馬路谷川,日和佐川,二級,四国地方整備局,徳島県,3600250004
久望川,日和佐川,二級,四国地方整備局,徳島県,3600250005
丹前谷川,日和佐川,二級,四国地方整備局,徳島県,3600250006
山河内谷川,日和佐川,二級,四国地方整備局,徳島県,3600250007
白沢川,日和佐川,二級,四国地方整備局,徳島県,3600250008
惣田谷川,日和佐川,二級,四国地方整備局,徳島県,3600250009
奥潟川,奥潟川,二級,四国地方整備局,徳島県,3600260001
寺込川,奥潟川,二級,四国地方整備局,徳島県,3600260002
外の磯川,奥潟川,二級,四国地方整備局,徳島県,3600260003
牟井谷川,奥潟川,二級,四国地方整備局,徳島県,3600260004
東谷川,東谷川,二級,四国地方整備局,徳島県,3600270001
牟岐川,牟岐川,二級,四国地方整備局,徳島県,3600280001
新中村川,牟岐川,二級,四国地方整備局,徳島県,3600280002
市宇谷川,牟岐川,二級,四国地方整備局,徳島県,3600280003
雨露谷川,牟岐川,二級,四国地方整備局,徳島県,3600280004
堀越谷川,牟岐川,二級,四国地方整備局,徳島県,3600280005
橘川,牟岐川,二級,四国地方整備局,徳島県,3600280006
喜来川,牟岐川,二級,四国地方整備局,徳島県,3600280007
辺川川,牟岐川,二級,四国地方整備局,徳島県,3600280008
になぎ川,牟岐川,二級,四国地方整備局,徳島県,3600280009
北峯川,牟岐川,二級,四国地方整備局,徳島県,3600280010
はやま谷川,牟岐川,二級,四国地方整備局,徳島県,3600280011
こん谷川,牟岐川,二級,四国地方整備局,徳島県,3600280012
神子屋敷谷川,牟岐川,二級,四国地方整備局,徳島県,3600280013
白木谷川,牟岐川,二級,四国地方整備局,徳島県,3600280014
かると川,牟岐川,二級,四国地方整備局,徳島県,3600280015
瀬戸川,瀬戸川,二級,四国地方整備局,徳島県,3600290001
内妻川,内妻川,二級,四国地方整備局,徳島県,3600300001
古江川,古江川,二級,四国地方整備局,徳島県,3600310001
鯖瀬川,鯖瀬川,二級,四国地方整備局,徳島県,3600320001
粟の浦川,粟の浦川,二級,四国地方整備局,徳島県,3600330001
伊勢田川,伊勢田川,二級,四国地方整備局,徳島県,3600340001
西川,伊勢田川,二級,四国地方整備局,徳島県,3600340002
忠瀬谷川,伊勢田川,二級,四国地方整備局,徳島県,3600340003
浦上川,浦上川,二級,四国地方整備局,徳島県,3600350001
海部川,海部川,二級,四国地方整備局,徳島県,3600360001
善蔵川,海部川,二級,四国地方整備局,徳島県,3600360002
大里川,海部川,二級,四国地方整備局,徳島県,3600360003
西の沢川,海部川,二級,四国地方整備局,徳島県,3600360004
母川,海部川,二級,四国地方整備局,徳島県,3600360005
居敷川,海部川,二級,四国地方整備局,徳島県,3600360006
槙山川,海部川,二級,四国地方整備局,徳島県,3600360007
折王谷川,海部川,二級,四国地方整備局,徳島県,3600360008
外谷川,海部川,二級,四国地方整備局,徳島県,3600360009
長泉寺谷川,海部川,二級,四国地方整備局,徳島県,3600360010
吉田川,海部川,二級,四国地方整備局,徳島県,3600360011
笹無谷川,海部川,二級,四国地方整備局,徳島県,3600360012
笹草川,海部川,二級,四国地方整備局,徳島県,3600360013
相川,海部川,二級,四国地方整備局,徳島県,3600360014
中野川,海部川,二級,四国地方整備局,徳島県,3600360015
岡本川,海部川,二級,四国地方整備局,徳島県,3600360016
穴瀬谷川,海部川,二級,四国地方整備局,徳島県,3600360017
若松川,海部川,二級,四国地方整備局,徳島県,3600360018
原谷川,海部川,二級,四国地方整備局,徳島県,3600360019
大谷川,海部川,二級,四国地方整備局,徳島県,3600360020
